año,provincia,rubro,genero,empleados,empresa,Superficie en km2,Población total,Densidad hab/km2
2018,Chubut,Rocas de aplicación,Masculino,291,363,224302.0,592621.0,2.6
2018,Chubut,Servicios mineros y actividades relacionadas,Femenino,8,321,224302.0,592621.0,2.6
2018,Chubut,Servicios mineros y actividades relacionadas,Masculino,35,321,224302.0,592621.0,2.6
2018,Cordoba,Metalíferos,Femenino,2,54,,,
2018,Cordoba,Metalíferos,Masculino,8,54,,,
2018,Cordoba,Minerales no clasificados previamente,Femenino,17,194,,,
2018,Cordoba,Minerales no clasificados previamente,Masculino,215,194,,,
2018,Cordoba,No metaliferos,Femenino,10,89,,,
2018,Cordoba,No metaliferos,Masculino,59,89,,,
2018,Cordoba,Rocas de aplicación,Femenino,89,363,,,
2018,Cordoba,Rocas de aplicación,Masculino,1206,363,,,
2018,Cordoba,Servicios mineros y actividades relacionadas,Femenino,66,321,,,
2018,Cordoba,Servicios mineros y actividades relacionadas,Masculino,574,321,,,
2018,Corrientes,Minerales no clasificados previamente,Masculino,3,194,89123.0,1212696.0,13.6
2018,Corrientes,No metaliferos,Masculino,2,89,89123.0,1212696.0,13.6
2018,Corrientes,Rocas de aplicación,Femenino,12,363,89123.0,1212696.0,13.6
2018,Corrientes,Rocas de aplicación,Masculino,121,363,89123.0,1212696.0,13.6
2018,Entre Rios,Minerales no clasificados previamente,Femenino,2,194,,,
2018,Entre Rios,Minerales no clasificados previamente,Masculino,30,194,,,
2018,Entre Rios,No metaliferos,Femenino,1,89,,,
2018,Entre Rios,No metaliferos,Masculino,75,89,,,
2018,Entre Rios,Rocas de aplicación,Femenino,18,363,,,
2018,Entre Rios,Rocas de aplicación,Masculino,274,363,,,
2018,Entre Rios,Servicios mineros y actividades relacionadas,Masculino,71,321,,,
2018,Formosa,Rocas de aplicación,Femenino,8,363,75488.0,607419.0,8.0
2018,Formosa,Rocas de aplicación,Masculino,36,363,75488.0,607419.0,8.0
2018,Formosa,Servicios mineros y actividades relacionadas,Masculino,2,321,75488.0,607419.0,8.0
2018,Jujuy,Litio,Femenino,104,17,53244.0,811611.0,15.2
2018,Jujuy,Litio,Masculino,460,17,53244.0,811611.0,15.2
2018,Jujuy,Metalíferos,Femenino,113,54,53244.0,811611.0,15.2
2018,Jujuy,Metalíferos,Masculino,1201,54,53244.0,811611.0,15.2
2018,Jujuy,Minerales no clasificados previamente,Femenino,29,194,53244.0,811611.0,15.2
2018,Jujuy,Minerales no clasificados previamente,Masculino,113,194,53244.0,811611.0,15.2
2018,Jujuy,No metaliferos,Femenino,7,89,53244.0,811611.0,15.2
2018,Jujuy,No metaliferos,Masculino,107,89,53244.0,811611.0,15.2
2018,Jujuy,Rocas de aplicación,Femenino,1,363,53244.0,811611.0,15.2
2018,Jujuy,Rocas de aplicación,Masculino,1,363,53244.0,811611.0,15.2
2018,Jujuy,Servicios mineros y actividades relacionadas,Femenino,20,321,53244.0,811611.0,15.2
2018,Jujuy,Servicios mineros y actividades relacionadas,Masculino,351,321,53244.0,811611.0,15.2
2018,La Pampa,Minerales no clasificados previamente,Masculino,1,194,143493.0,361859.0,2.5
2018,La Pampa,No metaliferos,Femenino,27,89,143493.0,361859.0,2.5
2018,La Pampa,No metaliferos,Masculino,299,89,143493.0,361859.0,2.5
2018,La Pampa,Rocas de aplicación,Masculino,17,363,143493.0,361859.0,2.5
2018,La Pampa,Servicios mineros y actividades relacionadas,Femenino,1,321,143493.0,361859.0,2.5
2018,La Pampa,Servicios mineros y actividades relacionadas,Masculino,74,321,143493.0,361859.0,2.5
2018,La Rioja,Minerales no clasificados previamente,Femenino,4,194,91494.0,383865.0,4.2
2018,La Rioja,Minerales no clasificados previamente,Masculino,10,194,91494.0,383865.0,4.2
2018,La Rioja,No metaliferos,Femenino,15,89,91494.0,383865.0,4.2
2018,La Rioja,No metaliferos,Masculino,62,89,91494.0,383865.0,4.2
2018,La Rioja,Rocas de aplicación,Masculino,4,363,91494.0,383865.0,4.2
2018,La Rioja,Servicios mineros y actividades relacionadas,Femenino,8,321,91494.0,383865.0,4.2
2018,La Rioja,Servicios mineros y actividades relacionadas,Masculino,53,321,91494.0,383865.0,4.2
2018,Mendoza,Combustibles-Producción,Femenino,2,4,149069.0,2043540.0,13.7
2018,Mendoza,Combustibles-Producción,Masculino,62,4,149069.0,2043540.0,13.7
2018,Mendoza,Litio,Femenino,1,17,149069.0,2043540.0,13.7
2018,Mendoza,Metalíferos,Femenino,1,54,149069.0,2043540.0,13.7
2018,Mendoza,Metalíferos,Masculino,15,54,149069.0,2043540.0,13.7
2018,Mendoza,Minerales no clasificados previamente,Femenino,12,194,149069.0,2043540.0,13.7
2018,Mendoza,Minerales no clasificados previamente,Masculino,76,194,149069.0,2043540.0,13.7
2018,Mendoza,No metaliferos,Femenino,12,89,149069.0,2043540.0,13.7
2018,Mendoza,No metaliferos,Masculino,119,89,149069.0,2043540.0,13.7
2018,Mendoza,Rocas de aplicación,Femenino,6,363,149069.0,2043540.0,13.7
2018,Mendoza,Rocas de aplicación,Masculino,130,363,149069.0,2043540.0,13.7
2018,Mendoza,Servicios mineros y actividades relacionadas,Femenino,15,321,149069.0,2043540.0,13.7
2018,Mendoza,Servicios mineros y actividades relacionadas,Masculino,348,321,149069.0,2043540.0,13.7
2018,Misiones,Minerales no clasificados previamente,Femenino,5,194,29911.0,1278873.0,42.8
2018,Misiones,Minerales no clasificados previamente,Masculino,36,194,29911.0,1278873.0,42.8
2018,Misiones,No metaliferos,Femenino,1,89,29911.0,1278873.0,42.8
2018,Misiones,No metaliferos,Masculino,5,89,29911.0,1278873.0,42.8
2018,Misiones,Rocas de aplicación,Femenino,5,363,29911.0,1278873.0,42.8
2018,Misiones,Rocas de aplicación,Masculino,163,363,29911.0,1278873.0,42.8
2018,Neuquen,Metalíferos,Femenino,13,54,,,
2018,Neuquen,Metalíferos,Masculino,106,54,,,
2018,Neuquen,Minerales no clasificados previamente,Femenino,20,194,,,
2018,Neuquen,Minerales no clasificados previamente,Masculino,115,194,,,
2018,Neuquen,No metaliferos,Femenino,6,89,,,
2018,Neuquen,No metaliferos,Masculino,56,89,,,
2018,Neuquen,Rocas de aplicación,Femenino,9,363,,,
2018,Neuquen,Rocas de aplicación,Masculino,64,363,,,
2018,Neuquen,Servicios mineros y actividades relacionadas,Femenino,10,321,,,
2018,Neuquen,Servicios mineros y actividades relacionadas,Masculino,223,321,,,
2018,Rio Negro,Metalíferos,Femenino,12,54,,,
2018,Rio Negro,Metalíferos,Masculino,62,54,,,
2018,Rio Negro,Minerales no clasificados previamente,Femenino,8,194,,,
2018,Rio Negro,Minerales no clasificados previamente,Masculino,60,194,,,
2018,Rio Negro,No metaliferos,Femenino,16,89,,,
2018,Rio Negro,No metaliferos,Masculino,252,89,,,
2018,Rio Negro,Rocas de aplicación,Femenino,4,363,,,
2018,Rio Negro,Rocas de aplicación,Masculino,100,363,,,
2018,Rio Negro,Servicios mineros y actividades relacionadas,Femenino,1,321,,,
2018,Rio Negro,Servicios mineros y actividades relacionadas,Masculino,33,321,,,
2018,Salta,Litio,Femenino,57,17,155341.0,1441351.0,9.3
2018,Salta,Litio,Masculino,269,17,155341.0,1441351.0,9.3
2018,Salta,Metalíferos,Femenino,31,54,155341.0,1441351.0,9.3
2018,Salta,Metalíferos,Masculino,115,54,155341.0,1441351.0,9.3
2018,Salta,Minerales no clasificados previamente,Femenino,18,194,155341.0,1441351.0,9.3
2018,Salta,Minerales no clasificados previamente,Masculino,107,194,155341.0,1441351.0,9.3
2018,Salta,No metaliferos,Femenino,29,89,155341.0,1441351.0,9.3
2018,Salta,No metaliferos,Masculino,296,89,155341.0,1441351.0,9.3
2018,Salta,Rocas de aplicación,Femenino,7,363,155341.0,1441351.0,9.3
2018,Salta,Rocas de aplicación,Masculino,97,363,155341.0,1441351.0,9.3
2018,Salta,Servicios mineros y actividades relacionadas,Femenino,22,321,155341.0,1441351.0,9.3
2018,Salta,Servicios mineros y actividades relacionadas,Masculino,427,321,155341.0,1441351.0,9.3
2018,San Juan,Metalíferos,Femenino,120,54,88296.0,822853.0,9.3
2018,San Juan,Metalíferos,Masculino,2493,54,88296.0,822853.0,9.3
2018,San Juan,Minerales no clasificados previamente,Femenino,10,194,88296.0,822853.0,9.3
2018,San Juan,Minerales no clasificados previamente,Masculino,116,194,88296.0,822853.0,9.3
2018,San Juan,No metaliferos,Femenino,7,89,88296.0,822853.0,9.3
2018,San Juan,No metaliferos,Masculino,164,89,88296.0,822853.0,9.3
2018,San Juan,Rocas de aplicación,Femenino,3,363,88296.0,822853.0,9.3
2018,San Juan,Rocas de aplicación,Masculino,44,363,88296.0,822853.0,9.3
2018,San Juan,Servicios mineros y actividades relacionadas,Femenino,89,321,88296.0,822853.0,9.3
2018,San Juan,Servicios mineros y actividades relacionadas,Masculino,997,321,88296.0,822853.0,9.3
2018,San Luis,Minerales no clasificados previamente,Femenino,2,194,75347.0,542069.0,7.2
2018,San Luis,Minerales no clasificados previamente,Masculino,59,194,75347.0,542069.0,7.2
2018,San Luis,No metaliferos,Femenino,4,89,75347.0,542069.0,7.2
2018,San Luis,No metaliferos,Masculino,62,89,75347.0,542069.0,7.2
2018,San Luis,Rocas de aplicación,Femenino,1,363,75347.0,542069.0,7.2
2018,San Luis,Rocas de aplicación,Masculino,82,363,75347.0,542069.0,7.2
2018,San Luis,Servicios mineros y actividades relacionadas,Femenino,4,321,75347.0,542069.0,7.2
2018,San Luis,Servicios mineros y actividades relacionadas,Masculino,209,321,75347.0,542069.0,7.2
2018,Santa Cruz,Combustibles-Producción,Femenino,153,4,244458.0,337226.0,1.4
2018,Santa Cruz,Combustibles-Producción,Masculino,1978,4,244458.0,337226.0,1.4
2018,Santa Cruz,Metalíferos,Femenino,335,54,244458.0,337226.0,1.4
2018,Santa Cruz,Metalíferos,Masculino,5299,54,244458.0,337226.0,1.4
2018,Santa Cruz,Minerales no clasificados previamente,Femenino,5,194,244458.0,337226.0,1.4
2018,Santa Cruz,Minerales no clasificados previamente,Masculino,40,194,244458.0,337226.0,1.4
2018,Santa Cruz,No metaliferos,Masculino,9,89,244458.0,337226.0,1.4
2018,Santa Cruz,Rocas de aplicación,Masculino,7,363,244458.0,337226.0,1.4
2018,Santa Cruz,Servicios mineros y actividades relacionadas,Femenino,12,321,244458.0,337226.0,1.4
2018,Santa Cruz,Servicios mineros y actividades relacionadas,Masculino,165,321,244458.0,337226.0,1.4
2018,Santa Fe,Metalíferos,Femenino,3,54,133249.0,3544908.0,26.6
2018,Santa Fe,Metalíferos,Masculino,23,54,133249.0,3544908.0,26.6
2018,Santa Fe,Minerales no clasificados previamente,Masculino,1,194,133249.0,3544908.0,26.6
2018,Santa Fe,No metaliferos,Femenino,2,89,133249.0,3544908.0,26.6
2018,Santa Fe,No metaliferos,Masculino,28,89,133249.0,3544908.0,26.6
2018,Santa Fe,Rocas de aplicación,Femenino,45,363,133249.0,3544908.0,26.6
2018,Santa Fe,Rocas de aplicación,Masculino,342,363,133249.0,3544908.0,26.6
2018,Santa Fe,Servicios mineros y actividades relacionadas,Femenino,2,321,133249.0,3544908.0,26.6
2018,Santa Fe,Servicios mineros y actividades relacionadas,Masculino,31,321,133249.0,3544908.0,26.6
2018,Santiago Del Estero,Minerales no clasificados previamente,Femenino,6,194,136934.0,1060906.0,7.7
2018,Santiago Del Estero,Minerales no clasificados previamente,Masculino,59,194,136934.0,1060906.0,7.7
2018,Santiago Del Estero,No metaliferos,Femenino,10,89,136934.0,1060906.0,7.7
2018,Santiago Del Estero,No metaliferos,Masculino,181,89,136934.0,1060906.0,7.7
2018,Santiago Del Estero,Rocas de aplicación,Femenino,2,363,136934.0,1060906.0,7.7
2018,Santiago Del Estero,Rocas de aplicación,Masculino,89,363,136934.0,1060906.0,7.7
2018,Santiago Del Estero,Servicios mineros y actividades relacionadas,Masculino,6,321,136934.0,1060906.0,7.7
2018,Tierra Del Fuego,No metaliferos,Femenino,3,89,,,
2018,Tierra Del Fuego,No metaliferos,Masculino,18,89,,,
2018,Tierra Del Fuego,Rocas de aplicación,Masculino,8,363,,,
2018,Tucuman,Metalíferos,Femenino,7,54,22592.0,1731820.0,76.7
2018,Tucuman,Metalíferos,Masculino,37,54,22592.0,1731820.0,76.7
2018,Tucuman,Minerales no clasificados previamente,Femenino,1,194,22592.0,1731820.0,76.7
2018,Tucuman,Minerales no clasificados previamente,Masculino,10,194,22592.0,1731820.0,76.7
2018,Tucuman,No metaliferos,Femenino,10,89,22592.0,1731820.0,76.7
2018,Tucuman,No metaliferos,Masculino,90,89,22592.0,1731820.0,76.7
2018,Tucuman,Rocas de aplicación,Femenino,5,363,22592.0,1731820.0,76.7
2018,Tucuman,Rocas de aplicación,Masculino,65,363,22592.0,1731820.0,76.7
2018,Tucuman,Servicios mineros y actividades relacionadas,Femenino,4,321,22592.0,1731820.0,76.7
2018,Tucuman,Servicios mineros y actividades relacionadas,Masculino,36,321,22592.0,1731820.0,76.7
2019,Buenos Aires,Combustibles-Producción,Femenino,2,4,305907.0,17523996.0,57.3
2019,Buenos Aires,Combustibles-Producción,Masculino,2,4,305907.0,17523996.0,57.3
2019,Buenos Aires,Minerales no clasificados previamente,Femenino,12,195,305907.0,17523996.0,57.3
2019,Buenos Aires,Minerales no clasificados previamente,Masculino,138,195,305907.0,17523996.0,57.3
2019,Buenos Aires,No metaliferos,Femenino,86,86,305907.0,17523996.0,57.3
2019,Buenos Aires,No metaliferos,Masculino,518,86,305907.0,17523996.0,57.3
2019,Buenos Aires,Rocas de aplicación,Femenino,114,356,305907.0,17523996.0,57.3
2019,Buenos Aires,Rocas de aplicación,Masculino,1897,356,305907.0,17523996.0,57.3
2019,Buenos Aires,Servicios mineros y actividades relacionadas,Femenino,24,333,305907.0,17523996.0,57.3
2019,Buenos Aires,Servicios mineros y actividades relacionadas,Masculino,1278,333,305907.0,17523996.0,57.3
2019,CABA,Combustibles-Producción,Femenino,3,4,,,
2019,CABA,Combustibles-Producción,Masculino,10,4,,,
2019,CABA,Litio,Femenino,12,20,,,
2019,CABA,Litio,Masculino,20,20,,,
2019,CABA,Metalíferos,Femenino,91,54,,,
2019,CABA,Metalíferos,Masculino,137,54,,,
2019,CABA,Minerales no clasificados previamente,Femenino,6,195,,,
2019,CABA,Minerales no clasificados previamente,Masculino,46,195,,,
2019,CABA,No metaliferos,Femenino,71,86,,,
2019,CABA,No metaliferos,Masculino,202,86,,,
2019,CABA,Rocas de aplicación,Femenino,22,356,,,
2019,CABA,Rocas de aplicación,Masculino,482,356,,,
2019,CABA,Servicios mineros y actividades relacionadas,Femenino,21,333,,,
2019,CABA,Servicios mineros y actividades relacionadas,Masculino,165,333,,,
2019,Catamarca,Litio,Femenino,72,20,101486.0,429562.0,4.2
2019,Catamarca,Litio,Masculino,332,20,101486.0,429562.0,4.2
2019,Catamarca,Metalíferos,Femenino,70,54,101486.0,429562.0,4.2
2019,Catamarca,Metalíferos,Masculino,566,54,101486.0,429562.0,4.2
2019,Catamarca,Minerales no clasificados previamente,Femenino,16,195,101486.0,429562.0,4.2
2019,Catamarca,Minerales no clasificados previamente,Masculino,76,195,101486.0,429562.0,4.2
2019,Catamarca,No metaliferos,Femenino,1,86,101486.0,429562.0,4.2
2019,Catamarca,No metaliferos,Masculino,19,86,101486.0,429562.0,4.2
2019,Catamarca,Rocas de aplicación,Masculino,20,356,101486.0,429562.0,4.2
2019,Catamarca,Servicios mineros y actividades relacionadas,Femenino,5,333,101486.0,429562.0,4.2
2019,Catamarca,Servicios mineros y actividades relacionadas,Masculino,232,333,101486.0,429562.0,4.2
2019,Chaco,Combustibles-Producción,Femenino,1,4,99763.0,1129606.0,11.3
2019,Chaco,Combustibles-Producción,Masculino,5,4,99763.0,1129606.0,11.3
2019,Chaco,Rocas de aplicación,Femenino,3,356,99763.0,1129606.0,11.3
2019,Chaco,Rocas de aplicación,Masculino,41,356,99763.0,1129606.0,11.3
2019,Chubut,Metalíferos,Femenino,13,54,224302.0,592621.0,2.6
2019,Chubut,Metalíferos,Masculino,21,54,224302.0,592621.0,2.6
2019,Chubut,Minerales no clasificados previamente,Femenino,10,195,224302.0,592621.0,2.6
2019,Chubut,Minerales no clasificados previamente,Masculino,104,195,224302.0,592621.0,2.6
2019,Chubut,No metaliferos,Femenino,8,86,224302.0,592621.0,2.6
2019,Chubut,No metaliferos,Masculino,90,86,224302.0,592621.0,2.6
2019,Chubut,Rocas de aplicación,Femenino,26,356,224302.0,592621.0,2.6
2019,Chubut,Rocas de aplicación,Masculino,292,356,224302.0,592621.0,2.6
2019,Chubut,Servicios mineros y actividades relacionadas,Femenino,9,333,224302.0,592621.0,2.6
2019,Chubut,Servicios mineros y actividades relacionadas,Masculino,38,333,224302.0,592621.0,2.6
2019,Cordoba,Metalíferos,Femenino,12,54,,,
2019,Cordoba,Metalíferos,Masculino,106,54,,,
2019,Cordoba,Minerales no clasificados previamente,Femenino,17,195,,,
2019,Cordoba,Minerales no clasificados previamente,Masculino,176,195,,,
2019,Cordoba,No metaliferos,Femenino,8,86,,,
2019,Cordoba,No metaliferos,Masculino,50,86,,,
2019,Cordoba,Rocas de aplicación,Femenino,90,356,,,
2019,Cordoba,Rocas de aplicación,Masculino,1187,356,,,
2019,Cordoba,Servicios mineros y actividades relacionadas,Femenino,65,333,,,
2019,Cordoba,Servicios mineros y actividades relacionadas,Masculino,539,333,,,
2019,Corrientes,Minerales no clasificados previamente,Masculino,2,195,89123.0,1212696.0,13.6
2019,Corrientes,No metaliferos,Masculino,2,86,89123.0,1212696.0,13.6
2019,Corrientes,Rocas de aplicación,Femenino,11,356,89123.0,1212696.0,13.6
2019,Corrientes,Rocas de aplicación,Masculino,117,356,89123.0,1212696.0,13.6
2019,Corrientes,Servicios mineros y actividades relacionadas,Masculino,1,333,89123.0,1212696.0,13.6
2019,Entre Rios,Minerales no clasificados previamente,Femenino,2,195,,,
2019,Entre Rios,Minerales no clasificados previamente,Masculino,29,195,,,
2019,Entre Rios,No metaliferos,Femenino,1,86,,,
2019,Entre Rios,No metaliferos,Masculino,78,86,,,
2019,Entre Rios,Rocas de aplicación,Femenino,17,356,,,
2019,Entre Rios,Rocas de aplicación,Masculino,253,356,,,
2019,Entre Rios,Servicios mineros y actividades relacionadas,Masculino,72,333,,,
2019,Formosa,Rocas de aplicación,Femenino,8,356,75488.0,607419.0,8.0
2019,Formosa,Rocas de aplicación,Masculino,41,356,75488.0,607419.0,8.0
2019,Formosa,Servicios mineros y actividades relacionadas,Masculino,1,333,75488.0,607419.0,8.0
2019,Jujuy,Litio,Femenino,130,20,53244.0,811611.0,15.2
2019,Jujuy,Litio,Masculino,599,20,53244.0,811611.0,15.2
2019,Jujuy,Metalíferos,Femenino,134,54,53244.0,811611.0,15.2
2019,Jujuy,Metalíferos,Masculino,1242,54,53244.0,811611.0,15.2
2019,Jujuy,Minerales no clasificados previamente,Femenino,1,195,53244.0,811611.0,15.2
2019,Jujuy,Minerales no clasificados previamente,Masculino,49,195,53244.0,811611.0,15.2
2019,Jujuy,No metaliferos,Femenino,7,86,53244.0,811611.0,15.2
2019,Jujuy,No metaliferos,Masculino,115,86,53244.0,811611.0,15.2
2019,Jujuy,Rocas de aplicación,Femenino,1,356,53244.0,811611.0,15.2
2019,Jujuy,Rocas de aplicación,Masculino,1,356,53244.0,811611.0,15.2
2019,Jujuy,Servicios mineros y actividades relacionadas,Femenino,25,333,53244.0,811611.0,15.2
2019,Jujuy,Servicios mineros y actividades relacionadas,Masculino,393,333,53244.0,811611.0,15.2
2019,La Pampa,Minerales no clasificados previamente,Femenino,1,195,143493.0,361859.0,2.5
2019,La Pampa,Minerales no clasificados previamente,Masculino,1,195,143493.0,361859.0,2.5
2019,La Pampa,No metaliferos,Femenino,26,86,143493.0,361859.0,2.5
2019,La Pampa,No metaliferos,Masculino,279,86,143493.0,361859.0,2.5
2019,La Pampa,Rocas de aplicación,Masculino,18,356,143493.0,361859.0,2.5
2019,La Pampa,Servicios mineros y actividades relacionadas,Femenino,1,333,143493.0,361859.0,2.5
2019,La Pampa,Servicios mineros y actividades relacionadas,Masculino,84,333,143493.0,361859.0,2.5
2019,La Rioja,Minerales no clasificados previamente,Femenino,1,195,91494.0,383865.0,4.2
2019,La Rioja,Minerales no clasificados previamente,Masculino,6,195,91494.0,383865.0,4.2
2019,La Rioja,No metaliferos,Femenino,16,86,91494.0,383865.0,4.2
2019,La Rioja,No metaliferos,Masculino,78,86,91494.0,383865.0,4.2
2019,La Rioja,Rocas de aplicación,Masculino,5,356,91494.0,383865.0,4.2
2019,La Rioja,Servicios mineros y actividades relacionadas,Femenino,5,333,91494.0,383865.0,4.2
2019,La Rioja,Servicios mineros y actividades relacionadas,Masculino,45,333,91494.0,383865.0,4.2
2019,Mendoza,Combustibles-Producción,Femenino,2,4,149069.0,2043540.0,13.7
2019,Mendoza,Combustibles-Producción,Masculino,63,4,149069.0,2043540.0,13.7
2019,Mendoza,Metalíferos,Femenino,1,54,149069.0,2043540.0,13.7
2019,Mendoza,Metalíferos,Masculino,11,54,149069.0,2043540.0,13.7
2019,Mendoza,Minerales no clasificados previamente,Femenino,11,195,149069.0,2043540.0,13.7
2019,Mendoza,Minerales no clasificados previamente,Masculino,65,195,149069.0,2043540.0,13.7
2019,Mendoza,No metaliferos,Femenino,5,86,149069.0,2043540.0,13.7
2019,Mendoza,No metaliferos,Masculino,45,86,149069.0,2043540.0,13.7
2019,Mendoza,Rocas de aplicación,Femenino,4,356,149069.0,2043540.0,13.7
2019,Mendoza,Rocas de aplicación,Masculino,123,356,149069.0,2043540.0,13.7
2019,Mendoza,Servicios mineros y actividades relacionadas,Femenino,18,333,149069.0,2043540.0,13.7
2019,Mendoza,Servicios mineros y actividades relacionadas,Masculino,309,333,149069.0,2043540.0,13.7
2019,Misiones,Minerales no clasificados previamente,Femenino,7,195,29911.0,1278873.0,42.8
2019,Misiones,Minerales no clasificados previamente,Masculino,38,195,29911.0,1278873.0,42.8
2019,Misiones,No metaliferos,Masculino,4,86,29911.0,1278873.0,42.8
2019,Misiones,Rocas de aplicación,Femenino,5,356,29911.0,1278873.0,42.8
2019,Misiones,Rocas de aplicación,Masculino,138,356,29911.0,1278873.0,42.8
2019,Misiones,Servicios mineros y actividades relacionadas,Masculino,3,333,29911.0,1278873.0,42.8
2019,Neuquen,Metalíferos,Femenino,26,54,,,
2019,Neuquen,Metalíferos,Masculino,241,54,,,
2019,Neuquen,Minerales no clasificados previamente,Femenino,22,195,,,
2019,Neuquen,Minerales no clasificados previamente,Masculino,120,195,,,
2019,Neuquen,No metaliferos,Femenino,7,86,,,
2019,Neuquen,No metaliferos,Masculino,65,86,,,
2019,Neuquen,Rocas de aplicación,Femenino,11,356,,,
2019,Neuquen,Rocas de aplicación,Masculino,71,356,,,
2019,Neuquen,Servicios mineros y actividades relacionadas,Femenino,12,333,,,
2019,Neuquen,Servicios mineros y actividades relacionadas,Masculino,248,333,,,
2019,Rio Negro,Metalíferos,Femenino,12,54,,,
2019,Rio Negro,Metalíferos,Masculino,59,54,,,
2019,Rio Negro,Minerales no clasificados previamente,Femenino,7,195,,,
2019,Rio Negro,Minerales no clasificados previamente,Masculino,61,195,,,
2019,Rio Negro,No metaliferos,Femenino,18,86,,,
2019,Rio Negro,No metaliferos,Masculino,262,86,,,
2019,Rio Negro,Rocas de aplicación,Femenino,5,356,,,
2019,Rio Negro,Rocas de aplicación,Masculino,89,356,,,
2019,Rio Negro,Servicios mineros y actividades relacionadas,Femenino,1,333,,,
2019,Rio Negro,Servicios mineros y actividades relacionadas,Masculino,28,333,,,
2019,Salta,Litio,Femenino,82,20,155341.0,1441351.0,9.3
2019,Salta,Litio,Masculino,322,20,155341.0,1441351.0,9.3
2019,Salta,Metalíferos,Femenino,53,54,155341.0,1441351.0,9.3
2019,Salta,Metalíferos,Masculino,278,54,155341.0,1441351.0,9.3
2019,Salta,Minerales no clasificados previamente,Femenino,20,195,155341.0,1441351.0,9.3
2019,Salta,Minerales no clasificados previamente,Masculino,105,195,155341.0,1441351.0,9.3
2019,Salta,No metaliferos,Femenino,47,86,155341.0,1441351.0,9.3
2019,Salta,No metaliferos,Masculino,338,86,155341.0,1441351.0,9.3
2019,Salta,Rocas de aplicación,Femenino,6,356,155341.0,1441351.0,9.3
2019,Salta,Rocas de aplicación,Masculino,125,356,155341.0,1441351.0,9.3
2019,Salta,Servicios mineros y actividades relacionadas,Femenino,39,333,155341.0,1441351.0,9.3
2019,Salta,Servicios mineros y actividades relacionadas,Masculino,564,333,155341.0,1441351.0,9.3
2019,San Juan,Metalíferos,Femenino,105,54,88296.0,822853.0,9.3
2019,San Juan,Metalíferos,Masculino,2185,54,88296.0,822853.0,9.3
2019,San Juan,Minerales no clasificados previamente,Femenino,10,195,88296.0,822853.0,9.3
2019,San Juan,Minerales no clasificados previamente,Masculino,119,195,88296.0,822853.0,9.3
2019,San Juan,No metaliferos,Femenino,7,86,88296.0,822853.0,9.3
2019,San Juan,No metaliferos,Masculino,163,86,88296.0,822853.0,9.3
2019,San Juan,Rocas de aplicación,Femenino,2,356,88296.0,822853.0,9.3
2019,San Juan,Rocas de aplicación,Masculino,48,356,88296.0,822853.0,9.3
2019,San Juan,Servicios mineros y actividades relacionadas,Femenino,97,333,88296.0,822853.0,9.3
2019,San Juan,Servicios mineros y actividades relacionadas,Masculino,1113,333,88296.0,822853.0,9.3
2019,San Luis,Minerales no clasificados previamente,Femenino,2,195,75347.0,542069.0,7.2
2019,San Luis,Minerales no clasificados previamente,Masculino,48,195,75347.0,542069.0,7.2
2019,San Luis,No metaliferos,Femenino,3,86,75347.0,542069.0,7.2
2019,San Luis,No metaliferos,Masculino,63,86,75347.0,542069.0,7.2
2019,San Luis,Rocas de aplicación,Femenino,1,356,75347.0,542069.0,7.2
2019,San Luis,Rocas de aplicación,Masculino,73,356,75347.0,542069.0,7.2
2019,San Luis,Servicios mineros y actividades relacionadas,Femenino,4,333,75347.0,542069.0,7.2
2019,San Luis,Servicios mineros y actividades relacionadas,Masculino,220,333,75347.0,542069.0,7.2
2019,Santa Cruz,Combustibles-Producción,Femenino,179,4,244458.0,337226.0,1.4
2019,Santa Cruz,Combustibles-Producción,Masculino,1973,4,244458.0,337226.0,1.4
2019,Santa Cruz,Metalíferos,Femenino,361,54,244458.0,337226.0,1.4
2019,Santa Cruz,Metalíferos,Masculino,5686,54,244458.0,337226.0,1.4
2019,Santa Cruz,Minerales no clasificados previamente,Femenino,5,195,244458.0,337226.0,1.4
2019,Santa Cruz,Minerales no clasificados previamente,Masculino,48,195,244458.0,337226.0,1.4
2019,Santa Cruz,No metaliferos,Femenino,1,86,244458.0,337226.0,1.4
2019,Santa Cruz,No metaliferos,Masculino,9,86,244458.0,337226.0,1.4
2019,Santa Cruz,Rocas de aplicación,Masculino,9,356,244458.0,337226.0,1.4
2019,Santa Cruz,Servicios mineros y actividades relacionadas,Femenino,19,333,244458.0,337226.0,1.4
2019,Santa Cruz,Servicios mineros y actividades relacionadas,Masculino,255,333,244458.0,337226.0,1.4
2019,Santa Fe,Metalíferos,Femenino,3,54,133249.0,3544908.0,26.6
2019,Santa Fe,Metalíferos,Masculino,18,54,133249.0,3544908.0,26.6
2019,Santa Fe,Minerales no clasificados previamente,Masculino,1,195,133249.0,3544908.0,26.6
2019,Santa Fe,No metaliferos,Femenino,2,86,133249.0,3544908.0,26.6
2019,Santa Fe,No metaliferos,Masculino,26,86,133249.0,3544908.0,26.6
2019,Santa Fe,Rocas de aplicación,Femenino,44,356,133249.0,3544908.0,26.6
2019,Santa Fe,Rocas de aplicación,Masculino,336,356,133249.0,3544908.0,26.6
2019,Santa Fe,Servicios mineros y actividades relacionadas,Femenino,2,333,133249.0,3544908.0,26.6
